Trial_Id,Acronym,Sponsor,Hospital,Ciudad
0,PACIFIC-4,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
1012,DS8201-A-U106,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
762,SGNB6A-001,Seagen Inc.,Hospital Universitari Vall D'Hebron,Barcelona
646,MK-3475-01A/KEYMAKER-U01A,Merck Sharp & Dohme Corp.,Hospital Universitario Quironsalud Madrid,Pozuelo de Alarcón
219,20160323,Amgen,Hospital Clinic de Barcelona,Barcelona
884,POD1UM-203,Incyte Corporation,Hospital MD Anderson Cancer Center Madrid,Madrid
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitario 12 de Octubre,Madrid
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital Universitario Virgen Macarena,Sevilla
0,AcceleRET-Lung,Hoffmann-La Roche,Hospital Clinico Universitario Lozano Blesa,Zaragoza
262,ALERT-lung,European Thoracic Oncology Platform,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Instituto Oncológico Rosell,Barcelona
53,NAVIGATE,Bayer,Hospital del Mar,Barcelona
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario 12 de Octubre,Madrid
896,NeoADAURA,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
59,PM1183-A-014-15,Pharmamar,Hospital Universitario Virgen del Rocio,Sevilla
106,VISION,"Emd Serono Research & Development Institute, Inc.",Instituto Oncológico Rosell,Barcelona
168,IMbrella A,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
172,XL184-021,Exelixis,Clinica Universidad de Navarra,Pamplona
378,208471,Glaxosmithkline,Hospital Universitari Vall D'Hebron,Barcelona
0,CR108656,Janssen,Hospital General Universitario Gregorio Marañon,Madrid
671,LIBRETTO-431,"Loxo Oncology, Inc.",Hospital Universitario Clinico San Carlos,Madrid
865,TROPION-Lung05,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
166,PROPEL,Nektar Therapeutics,Hospital Universitario Clinico San Carlos,Madrid
59,PM1183-A-014-15,Pharmamar,Hospital Universitario 12 de Octubre,Madrid
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
1049,BT8009-100,Bicycle Tx Limited,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
210,GO39733,"Genentech, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital Universitario Ramon Y Cajal,Madrid
0,NP41300,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
0,TROPION-LUNG01,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
92,GO30103,,Clinica Universidad de Navarra,Pamplona
811,D9950C00001,Astrazeneca,Clinica Universidad de Navarra,Madrid
915,NADIM-ADJUVANT,Grupo Español De Cáncer De Pulmón,Hospital Clinico Universitario de Valencia,València
945,1948-CL-0101,Astellas,Hospital Universitari Arnau de Vilanova de Lleida,Lleida
886,ALKALINE,Eortc,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
154,TRIDENT-1,"Turning Point Therapeutics, Inc.",Clinica Universidad de Navarra,Pamplona
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Clinic de Barcelona,Barcelona
1019,ACROPOLI,Solti Breast Cancer Research Group,Instituto Oncológico Rosell,Barcelona
166,PROPEL,Nektar Therapeutics,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
467,CC-90011-SCLC-001,Celgene,Hospital Clinico Universitario de Valencia,València
409,BEAT-meso,European Thoracic Oncology Platform,Hospital Universitari Vall D'Hebron,Barcelona
494,SAPPHIRE,Mirati Therapeutics Inc.,Instituto Oncológico Rosell,Barcelona
172,XL184-021,Exelixis,Hospital Universitari Son Espases,Palma
0,DUART,Astrazeneca,Hospital de Sabadell - Parc Taulí,Sabadell
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
734,SKYSCRAPER-01,Hoffmann-La Roche,Hospital General Universitario de Alicante,Alicante
172,XL184-021,Exelixis,Hospital Universitari Vall D'Hebron,Barcelona
348,IOV-COM-202,"Iovance Biotherapeutics, Inc.",ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
175,B-FAST,Hoffmann-La Roche,Hospital General Universitario Gregorio Marañon,Madrid
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Universitario Regional de Malaga,Málaga
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Universitario Clinico San Carlos,Madrid
1029,CP-MGC018-01,Macrogenics,Hospital Ruber Internacional,Madrid
1813,RBN-2397-19-001,"Ribon Therapeutics, Inc.",Hospital Clinico Universitario de Valencia,València
497,PHAROS,Pfizer,Hospital Universitario 12 de Octubre,Madrid
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Clinico Universitario de Valencia,València
20,CA224-020,Bristol-Myers Squibb,Hospital Universitari Vall D'Hebron,Barcelona
896,NeoADAURA,Astrazeneca,Hospital Universitario Clinico San Carlos,Madrid
1017,APOLO,Grupo Español De Cáncer De Pulmón,Complexo Hospitalario Universitario de Lugo,Lugo
304,M14-239,Abbvie,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
1508,D9570C00001,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital del Mar,Barcelona
125,CLXH254X2102,Novartis Pharmaceuticals,Hospital Clinico Universitario de Valencia,València
172,XL184-021,Exelixis,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
198,,"Daiichi Sankyo, Inc.",Hospital Universitario 12 de Octubre,Madrid
0,NP40435,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitario Fundacion Jimenez Diaz,Madrid
686,CUBIK,Grupo Español De Cáncer De Pulmón,Hospital Universitario Y Politecnico La Fe,València
227,Morpheus Lung,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
172,XL184-021,Exelixis,Hospital del Mar,Barcelona
520,CHESS,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
175,B-FAST,Hoffmann-La Roche,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
0,SAVANNAH,Astrazeneca,Hospital Universitario Donostia,Donostia-San Sebastián
1865,ACT16849,Sanofi,Hospital de Sabadell - Parc Taulí,Sabadell
168,IMbrella A,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
454,PACIFIC-4,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
162,CTNO155X2101,Novartis Pharmaceuticals,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
300,Replay,Grupo Español De Cáncer De Pulmón,Consorcio Hospital General Universitario de Valencia,València
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
0,NP40435,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1010,RELATIVITY,Bristol-Myers Squibb,Hospital Universitario Regional de Malaga,Málaga
1025,HUDSON,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
0,TROPION-Lung05,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,STARTRK-2,Hoffmann-La Roche,Hospital Carlos III,Madrid
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Clinic de Barcelona,Barcelona
690,SC103,Sotio A.S.,Hospital Universitari Vall D'Hebron,Barcelona
300,Replay,Grupo Español De Cáncer De Pulmón,Clinica Universidad de Navarra,Madrid
0,TROPION-LUNG01,Astrazeneca,Hospital Universitario Fundacion Jimenez Diaz,Madrid
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
892,PERLA,Glaxosmithkline,Complexo Hospitalario Universitario de Lugo,Lugo
0,TROPION-Lung05,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
0,ALINA,Hoffmann-La Roche,Hospital Universitario Clinico San Carlos,Madrid
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
881,HALT,"Institute Of Cancer Research, United Kingdom",Hospital Clinic de Barcelona,Barcelona
739,CodeBreak-200,Amgen,Hospital Clinico Universitario de Valencia,València
1514,MK-3475-A86,Merck Sharp & Dohme Corp.,Complexo Hospitalario Universitario de Lugo,Lugo
0,NP41300,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
272,1336-0011,Boehringer Ingelheim,Hospital Clinico Universitario de Valencia,València
0,CONTACT-01,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
293,MK-3475-495/KEYNOTE-495,Merck Sharp & Dohme Corp.,Hospital Universitario Ramon Y Cajal,Madrid
639,CARMEN-LC03,Sanofi,Hospital Universitario Fundacion Jimenez Diaz,Madrid
824,PAPILLON,Janssen,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
0,CONTACT-01,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
306,CTMX-M-2029-001,Cytomx Therapeutics,Hospital Clinic de Barcelona,Barcelona
553,Chemoprotection,"Aileron Therapeutics, Inc.",Hospital Universitario 12 de Octubre,Madrid
989,CA001-050,Bristol-Myers Squibb,Hospital Universitario Regional de Malaga,Málaga
1016,KEYMAKER-U01,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
269,C2321001,Pfizer,Hospital Universitari Vall D'Hebron,Barcelona
139,ARROW,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
166,PROPEL,Nektar Therapeutics,Hospital Universitario Hm Sanchinarro,Madrid
0,TROPION-Lung05,Astrazeneca,Hospital General Universitario de Alicante,Alicante
639,CARMEN-LC03,Sanofi,Hospital Universitario Virgen del Rocio,Sevilla
569,ADP-0055-001,Adaptimmune,Hospital Clinico Universitario de Valencia,València
820,CARMEN-LC05,Sanofi,Hospital Quironsalud Valencia,València
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Clinica Universidad de Navarra,Pamplona
1508,D9570C00001,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,COMPEL,Astrazeneca,Hospital Universitario Virgen del Rocio,Sevilla
1035,GCT1042-01,Genmab,Hospital Universitario Hm Sanchinarro,Madrid
168,IMbrella A,Hoffmann-La Roche,Hospital Lluis Alcanyis de Xativa,Xàtiva
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital Universitario Virgen del Rocio,Sevilla
0,SAVANNAH,Astrazeneca,Hospital Clinico Universitario Lozano Blesa,Zaragoza
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Clinica Universidad de Navarra,Pamplona
1536,BIMES,Grupo Español De Cáncer De Pulmón,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
953,1801,Actuate Therapeutics Inc.,Hospital Clinico Universitario de Valencia,València
996,TAZMAN,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
754,CC-90011-ST-002,Celgene,Consorcio Hospital General Universitario de Valencia,València
801,MARIPOSA,Janssen,Instituto Oncológico Rosell,Barcelona
0,B-FAST,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
532,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,Hospital Universitario Central de Asturias,Oviedo
172,XL184-021,Exelixis,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
0,CONTACT-01,Hoffmann-La Roche,Hospital Universitario Y Politecnico La Fe,València
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario de Canarias,San Cristóbal de La Laguna
20,CA224-020,Bristol-Myers Squibb,Hospital Universitari Vall D'Hebron,Barcelona
569,ADP-0055-001,Adaptimmune,Hospital Universitario Virgen del Rocio,Sevilla
0,MAGELLAN,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
175,B-FAST,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
19,SUMMIT,"Puma Biotechnology, Inc.",Hospital Universitario Quironsalud Madrid,Pozuelo de Alarcón
1574,GCT1046-04,Genmab,Hospital Universitario Fundacion Jimenez Diaz,Madrid
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario Basurto,Bilbao
0,AEGEAN,Astrazeneca,Hospital Clinic de Barcelona,Barcelona
863,PYRAMID-1,Jiangsu Hengrui,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
437,AEGEAN,Astrazeneca,Clinica Universidad de Navarra,Madrid
172,XL184-021,Exelixis,Hospital Universitario Regional de Malaga,Málaga
0,PACIFIC-4,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
754,CC-90011-ST-002,Celgene,Hospital Universitario Y Politecnico La Fe,València
227,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
169,BGB-290-103,Beigene,Hospital Universitario Ramon Y Cajal,Madrid
98,AMBER,"Tesaro, Inc.",ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
172,XL184-021,Exelixis,Hospital Universitari Vall D'Hebron,Barcelona
263,Canopy-A,Novartis Pharmaceuticals,Hospital Universitario de Canarias,San Cristóbal de La Laguna
1108,TOTEM,Instituto Oncológico Dr Rosell,Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital de La Santa Creu i Sant Pau,Barcelona
0,AcceleRET-Lung,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1008,GO42501,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
345,TACTI-002,Immutep S.A.S.,Hospital Universitari Vall D'Hebron,Barcelona
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
168,IMbrella A,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
470,ARRAY-818-103,Pfizer,Hospital del Mar,Barcelona
0,D9950C00001,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,IMbrella A,Hoffmann-La Roche,Hospital Lluis Alcanyis de Xativa,Xàtiva
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Universitario de La Princesa,Madrid
0,SAVANNAH,Astrazeneca,Hospital Universitario 12 de Octubre,Madrid
76,GARNET,"Tesaro, Inc.",Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
765,CARMEN-LC04,Sanofi,Consorcio Hospital General Universitario de Valencia,València
300,Replay,Grupo Español De Cáncer De Pulmón,Complexo Hospitalario Universitario A Coruña,A Coruña
0,MARIPOSA-2,Janssen,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
671,LIBRETTO-431,"Loxo Oncology, Inc.",ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
174,SPARTA,Apollomics Inc.,Hospital Universitario 12 de Octubre,Madrid
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitari Vall D'Hebron,Barcelona
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1574,GCT1046-04,Genmab,Clinica Universidad de Navarra,Madrid
556,CheckMate73L,Bristol-Myers Squibb,Clinica Universidad de Navarra,Pamplona
53,NAVIGATE,Bayer,Hospital Universitario Marques de Valdecilla,Santander
628,NP41300,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
793,CONTACT-01,Hoffmann-La Roche,Hospital Universitario Y Politecnico La Fe,València
170,LIBRETTO-001,"Loxo Oncology, Inc.",Hospital Universitario Fundacion Jimenez Diaz,Madrid
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital Universitario Y Politecnico La Fe,València
740,BP41628,Hoffmann-La Roche,Hospital del Mar,Barcelona
460,TELMA,Grupo Español De Cáncer De Pulmón,Hospital de La Santa Creu i Sant Pau,Barcelona
553,Chemoprotection,"Aileron Therapeutics, Inc.",Hospital Universitario Clinico San Carlos,Madrid
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Universitario de Jaen,Jaén
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
345,TACTI-002,Immutep S.A.S.,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
861,GeoMETry-III,Novartis Pharmaceuticals,Hospital Universitario Central de Asturias,Oviedo
1865,ACT16849,Sanofi,Hospital Universitario Ramon Y Cajal,Madrid
0,NP41300,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
0,TROPION-LUNG01,Astrazeneca,Hospital Universitario Virgen de Valme,Sevilla
100,CBLZ945X2101,Novartis Pharmaceuticals,Hospital Universitari Vall D'Hebron,Barcelona
1111,MK-3475-021/KEYNOTE-021,Merck Sharp & Dohme Corp.,Hospital Universitari Vall D'Hebron,Barcelona
92,GO30103,,Hospital del Mar,Barcelona
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
1830,EZH-108,"Epizyme, Inc.",ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
1865,ACT16849,Sanofi,Hospital Universitari Vall D'Hebron,Barcelona
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
892,PERLA,Glaxosmithkline,Hospital Universitario Regional de Malaga,Málaga
1436,SGNSTNV-001,Seagen Inc.,Hospital Universitari Vall D'Hebron,Barcelona
179,TCD14678,Sanofi,Hospital del Mar,Barcelona
824,PAPILLON,Janssen,Hospital de La Santa Creu i Sant Pau,Barcelona
824,PAPILLON,Janssen,Hospital General Universitario Gregorio Marañon,Madrid
1865,ACT16849,Sanofi,Hospital Universitario Ramon Y Cajal,Madrid
0,AEGEAN,Astrazeneca,Hospital Universitario Central de Asturias,Oviedo
172,XL184-021,Exelixis,Clinica Universidad de Navarra,Pamplona
263,Canopy-A,Novartis Pharmaceuticals,Hospital Universitario de La Princesa,Madrid
996,TAZMAN,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
345,TACTI-002,Immutep S.A.S.,Hospital Universitario Fundacion Jimenez Diaz,Madrid
0,PACIFIC-4,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
423,SAVANNAH,Astrazeneca,Hospital Clinico Universitario Lozano Blesa,Zaragoza
0,SKYSCRAPER-03,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
210,GO39733,"Genentech, Inc.",Clinica Universidad de Navarra,Pamplona
686,CUBIK,Grupo Español De Cáncer De Pulmón,Consorcio Hospital General Universitario de Valencia,València
446,MAGELLAN,Astrazeneca,Hospital del Mar,Barcelona
79,INDUCE-1,Glaxosmithkline,Hospital Universitari Vall D'Hebron,Barcelona
532,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,Hospital Clinico Universitario de Valencia,València
1361,XMT-1536-1,Mersana Therapeutics,Hospital Universitario Fundacion Jimenez Diaz,Madrid
0,MARIPOSA-2,Janssen,Hospital Universitario Virgen del Rocio,Sevilla
348,IOV-COM-202,"Iovance Biotherapeutics, Inc.",Hospital Universitario Fundacion Jimenez Diaz,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
945,1948-CL-0101,Astellas,Hospital Universitario Fundacion Jimenez Diaz,Madrid
0,MARIPOSA,Janssen,Hospital Universitario de Burgos - Complejo Asistencial Univer. de Burgos,Burgos
172,XL184-021,Exelixis,Hospital Universitario Clinico San Carlos,Madrid
92,GO30103,,Clinica Universidad de Navarra,Pamplona
690,SC103,Sotio A.S.,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital del Mar,Barcelona
0,IMbrella A,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
671,LIBRETTO-431,"Loxo Oncology, Inc.",ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
